3.000000000000000000e+00 2.745650134954990551e-01
3.250000000000000000e+00 1.794718062349941468e-01
3.500000000000000000e+00 1.186133447672739760e-01
3.750000000000000000e+00 8.064674051907819163e-02
4.000000000000000000e+00 5.684091688004753312e-02
4.250000000000000000e+00 4.174392341612005036e-02
4.500000000000000000e+00 3.201895088375288773e-02
4.750000000000000000e+00 2.555372256704309050e-02
5.000000000000000000e+00 2.106962170998667380e-02
5.250000000000000000e+00 1.779314947547477183e-02
5.500000000000000000e+00 1.525145837884484164e-02
5.750000000000000000e+00 1.316968047411945682e-02
6.000000000000000000e+00 1.139100830489685016e-02
6.250000000000000000e+00 9.828314715444099250e-03
6.500000000000000000e+00 8.442220343717655312e-03
6.750000000000000000e+00 7.205022649467987365e-03
7.000000000000000000e+00 6.110059852167887620e-03
7.250000000000000000e+00 5.141552828158835534e-03
7.500000000000000000e+00 4.298592183373999530e-03
7.750000000000000000e+00 3.581177917813385680e-03
8.000000000000000000e+00 2.970544778261920496e-03
8.250000000000000000e+00 2.436821545316023713e-03
8.500000000000000000e+00 1.979625254624367645e-03
8.750000000000000000e+00 1.598955906186951860e-03
9.000000000000000000e+00 1.294813500003776574e-03
9.250000000000000000e+00 1.055212249721431718e-03
9.500000000000000000e+00 8.495314456478221879e-04
9.750000000000000000e+00 6.762447767153447094e-04
1.000000000000000000e+01 5.353522429239989571e-04
1.025000000000000000e+01 4.262320107863258470e-04
1.050000000000000000e+01 3.378123138846518287e-04
1.075000000000000000e+01 2.660139122258102463e-04
1.100000000000000000e+01 2.108368058098012625e-04
1.125000000000000000e+01 1.697014581029052398e-04
1.150000000000000000e+01 1.361243502291525367e-04
1.175000000000000000e+01 1.097929602561412805e-04
1.200000000000000000e+01 9.015298133194545982e-05
1.225000000000000000e+01 7.412392471383238393e-05
1.250000000000000000e+01 6.123120553090785536e-05
1.275000000000000000e+01 5.129138104441919677e-05
1.300000000000000000e+01 4.302535464534533986e-05
1.325000000000000000e+01 3.618715199397152431e-05
1.350000000000000000e+01 3.062296356873926972e-05
1.375000000000000000e+01 2.585539441865206852e-05
1.400000000000000000e+01 2.183655503328795489e-05
1.425000000000000000e+01 1.837263894413546417e-05
1.450000000000000000e+01 1.539153435254165812e-05
1.475000000000000000e+01 1.280242276494454467e-05
1.500000000000000000e+01 1.057147304556921702e-05
1.525000000000000000e+01 8.665687378833896790e-06
1.550000000000000000e+01 7.016905628119696960e-06
1.575000000000000000e+01 5.619009708537319553e-06
1.600000000000000000e+01 4.453443150565350061e-06
1.625000000000000000e+01 3.498886948796080692e-06
1.650000000000000000e+01 2.736920273346147383e-06
1.675000000000000000e+01 2.145647713732465827e-06
1.700000000000000000e+01 1.701578652918902423e-06
1.725000000000000000e+01 1.393914932680814024e-06
1.750000000000000000e+01 1.181135873173923616e-06
1.775000000000000000e+01 1.060399157322849207e-06
1.800000000000000000e+01 9.999510842549037315e-07
1.825000000000000000e+01 9.055193581824699272e-07
1.850000000000000000e+01 8.821870117953826752e-07
1.875000000000000000e+01 8.218311670360555382e-07
1.900000000000000000e+01 7.555913348657677543e-07
1.925000000000000000e+01 6.832752397729534067e-07
1.950000000000000000e+01 6.122997882771495200e-07
1.975000000000000000e+01 5.394245894102753560e-07
2.000000000000000000e+01 4.640387750266939469e-07
2.025000000000000000e+01 3.870284962529041220e-07
2.050000000000000000e+01 3.083430410885291706e-07
2.075000000000000000e+01 2.300398240500942538e-07
2.100000000000000000e+01 1.498560336521943285e-07
2.125000000000000000e+01 5.863749821992132907e-08
2.150000000000000000e+01 -5.350514098768399234e-09
2.175000000000000000e+01 -1.302330684872893567e-08
2.200000000000000000e+01 1.835306984102030154e-24
2.225000000000000000e+01 6.219830421302315458e-09
2.250000000000000000e+01 5.636184415178004089e-09
2.275000000000000000e+01 2.234446201464691503e-09
2.300000000000000000e+01 4.523643974899370097e-26
2.325000000000000000e+01 -1.067154189216071041e-09
2.350000000000000000e+01 -9.670163661835216201e-10
2.375000000000000000e+01 -3.833703600592113373e-10
2.400000000000000000e+01 -2.423380700838948266e-26
2.425000000000000000e+01 1.830947139941122626e-10
2.450000000000000000e+01 1.659137819231255023e-10
2.475000000000000000e+01 6.577595889057600371e-11
2.500000000000000000e+01 -6.058451752097370666e-28
2.525000000000000000e+01 -3.141409474860248947e-11
2.550000000000000000e+01 -2.846632535523146792e-11
2.575000000000000000e+01 -1.128539328424470918e-11
2.600000000000000000e+01 2.322406504970658755e-27
2.625000000000000000e+01 5.389854497502666881e-12
2.650000000000000000e+01 4.884170208263285814e-12
2.675000000000000000e+01 1.936400814892262648e-12
2.700000000000000000e+01 4.417621069237666110e-28
2.725000000000000000e+01 -9.250322364135009176e-13
2.750000000000000000e+01 -8.386958943482407108e-13
2.775000000000000000e+01 -3.330116051088602496e-13
2.800000000000000000e+01 3.155443620884047222e-30
2.825000000000000000e+01 1.603389209783401641e-13
2.850000000000000000e+01 1.480051578261601670e-13
2.875000000000000000e+01 6.166881576090002331e-14
2.900000000000000000e+01 0.000000000000000000e+00
2.925000000000000000e+01 -3.700128945654004175e-14
2.950000000000000000e+01 -4.933505260872005146e-14
2.975000000000000000e+01 -3.700128945654002913e-14
3.000000000000000000e+01 0.000000000000000000e+00
